index  confidence   rules
 162   0.742        ['pip fruit', 'pork', 'whole milk']=>['other vegetables']
 163   0.742        ['citrus fruit', 'yogurt', 'root vegetables', 'whole milk']=>['other vegetables']
 164   0.741        ['soft cheese', 'butter']=>['whole milk']
 165   0.741        ['cream cheese', 'sugar']=>['whole milk']
 166   0.741        ['tropical fruit', 'root vegetables', 'frankfurter']=>['whole milk']
 167   0.741        ['domestic eggs', 'yogurt', 'curd']=>['whole milk']
 168   0.739        ['cat food', 'curd']=>['whole milk']
 169   0.739        ['grapes', 'yogurt', 'whole milk']=>['other vegetables']
 170   0.739        ['pip fruit', 'yogurt', 'butter']=>['whole milk']
 171   0.739        ['other vegetables', 'butter', 'white bread']=>['whole milk']
 172   0.739        ['white bread', 'butter', 'whole milk']=>['other vegetables']
 173   0.739        ['bottled beer', 'yogurt', 'rolls/buns']=>['whole milk']
 174   0.739        ['other vegetables', 'yogurt', 'baking powder']=>['whole milk']
 175   0.739        ['other vegetables', 'whipped/sour cream', 'butter milk']=>['whole milk']
 176   0.739        ['citrus fruit', 'whipped/sour cream', 'butter']=>['whole milk']
 177   0.739        ['domestic eggs', 'tropical fruit', 'butter']=>['other vegetables']
 178   0.739        ['other vegetables', 'tropical fruit', 'frozen meals']=>['whole milk']
 179   0.739        ['domestic eggs', 'other vegetables', 'hamburger meat']=>['whole milk']
 180   0.739        ['pip fruit', 'whipped/sour cream', 'root vegetables', 'whole milk']=>['other vegetables']
 181   0.739        ['yogurt', 'tropical fruit', 'whipped/sour cream', 'root vegetables']=>['other vegetables']
 182   0.739        ['other vegetables', 'citrus fruit', 'whipped/sour cream', 'yogurt']=>['whole milk']
 183   0.735        ['fruit/vegetable juice', 'yogurt', 'root vegetables']=>['whole milk']
 184   0.735        ['yogurt', 'rolls/buns', 'curd']=>['whole milk']
 185   0.734        ['domestic eggs', 'curd']=>['whole milk']
 186   0.733        ['soft cheese', 'whipped/sour cream']=>['other vegetables']
 187   0.733        ['yogurt', 'tropical fruit', 'butter']=>['whole milk']
 188   0.733        ['tropical fruit', 'whipped/sour cream', 'root vegetables']=>['other vegetables']
 189   0.733        ['other vegetables', 'butter', 'curd']=>['whole milk']
 190   0.731        ['other vegetables', 'tropical fruit', 'ham']=>['whole milk']
 191   0.731        ['pip fruit', 'fruit/vegetable juice', 'root vegetables']=>['whole milk']
 192   0.730        ['tropical fruit', 'root vegetables', 'beef']=>['other vegetables']
 193   0.730        ['pip fruit', 'tropical fruit', 'whipped/sour cream']=>['other vegetables']
 194   0.727        ['oil', 'sugar']=>['whole milk']
 195   0.727        ['grapes', 'pork']=>['other vegetables']
 196   0.727        ['soft cheese', 'frozen vegetables']=>['other vegetables']
 197   0.727        ['soft cheese', 'root vegetables']=>['other vegetables']
 198   0.727        ['berries', 'frankfurter']=>['whole milk']
 199   0.727        ['pip fruit', 'bottled water', 'root vegetables']=>['whole milk']
 200   0.727        ['butter', 'bottled water', 'root vegetables']=>['whole milk']
 201   0.727        ['pip fruit', 'tropical fruit', 'hygiene articles']=>['whole milk']
 202   0.727        ['domestic eggs', 'bottled water', 'root vegetables']=>['other vegetables']
 203   0.727        ['domestic eggs', 'chicken', 'other vegetables']=>['whole milk']
 204   0.727        ['citrus fruit', 'bottled beer', 'bottled water']=>['whole milk']
 205   0.727        ['other vegetables', 'pork', 'sugar']=>['whole milk']
 206   0.727        ['domestic eggs', 'margarine', 'yogurt']=>['whole milk']
 207   0.727        ['other vegetables', 'pastry', 'yogurt', 'root vegetables']=>['whole milk']
 208   0.727        ['pip fruit', 'tropical fruit', 'other vegetables', 'root vegetables']=>['whole milk']
 209   0.724        ['citrus fruit', 'herbs']=>['other vegetables']
 210   0.724        ['yogurt', 'tropical fruit', 'frankfurter']=>['whole milk']
 211   0.724        ['yogurt', 'root vegetables', 'shopping bags']=>['other vegetables']
 212   0.722        ['other vegetables', 'butter', 'bottled water']=>['whole milk']
 213   0.722        ['other vegetables', 'bottled beer', 'yogurt']=>['whole milk']
 214   0.722        ['other vegetables', 'yogurt', 'long life bakery product']=>['whole milk']
 215   0.720        ['onions', 'curd']=>['whole milk']
 216   0.720        ['chicken', 'sugar']=>['whole milk']
 217   0.720        ['domestic eggs', 'fruit/vegetable juice', 'root vegetables']=>['whole milk']
 218   0.720        ['other vegetables', 'root vegetables', 'frozen meals']=>['whole milk']
 219   0.720        ['hygiene articles', 'tropical fruit', 'yogurt']=>['whole milk']
 220   0.719        ['pastry', 'yogurt', 'curd']=>['whole milk']
 221   0.719        ['yogurt', 'root vegetables', 'frankfurter']=>['whole milk']
 222   0.716        ['butter', 'curd']=>['whole milk']
 223   0.714        ['domestic eggs', 'sugar']=>['whole milk']
 224   0.714        ['dessert', 'butter milk']=>['whole milk']
 225   0.714        ['domestic eggs', 'herbs']=>['whole milk']
 226   0.714        ['roll products', 'rolls/buns']=>['whole milk']
 227   0.714        ['butter milk', 'long life bakery product']=>['whole milk']
 228   0.714        ['ham', 'frozen vegetables']=>['other vegetables']
 229   0.714        ['hard cheese', 'margarine']=>['whole milk']
 230   0.714        ['root vegetables', 'baking powder']=>['other vegetables']
 231   0.714        ['specialty cheese', 'yogurt']=>['whole milk']
 232   0.714        ['hamburger meat', 'pork', 'whole milk']=>['other vegetables']
 233   0.714        ['pip fruit', 'other vegetables', 'onions']=>['whole milk']
 234   0.714        ['citrus fruit', 'root vegetables', 'curd']=>['other vegetables']
 235   0.714        ['whipped/sour cream', 'butter', 'curd']=>['whole milk']
 236   0.714        ['domestic eggs', 'margarine', 'bottled water']=>['whole milk']
 237   0.714        ['onions', 'tropical fruit', 'yogurt']=>['whole milk']
 238   0.714        ['tropical fruit', 'whipped/sour cream', 'curd']=>['whole milk']
 239   0.714        ['chicken', 'butter', 'root vegetables']=>['whole milk']
 240   0.714        ['other vegetables', 'processed cheese', 'root vegetables']=>['whole milk']
 241   0.714        ['soft cheese', 'tropical fruit', 'whole milk']=>['yogurt']
 242   0.714        ['margarine', 'tropical fruit', 'whipped/sour cream']=>['yogurt']
 243   0.714        ['coffee', 'whipped/sour cream', 'other vegetables']=>['whole milk']
 244   0.714        ['yogurt', 'whipped/sour cream', 'sugar']=>['whole milk']
 245   0.714        ['other vegetables', 'bottled water', 'frozen vegetables']=>['whole milk']
 246   0.714        ['white bread', 'tropical fruit', 'yogurt']=>['whole milk']
 247   0.714        ['yogurt', 'dessert', 'whipped/sour cream']=>['whole milk']
 248   0.714        ['other vegetables', 'whipped/sour cream', 'ham']=>['whole milk']
 249   0.714        ['tropical fruit', 'sausage', 'curd']=>['other vegetables']
 250   0.714        ['cream cheese', 'whipped/sour cream', 'root vegetables']=>['yogurt']
 251   0.714        ['whipped/sour cream', 'sausage', 'root vegetables']=>['yogurt']
 252   0.714        ['pip fruit', 'tropical fruit', 'frozen meals']=>['whole milk']
 253   0.714        ['margarine', 'rolls/buns', 'root vegetables']=>['whole milk']
 254   0.714        ['citrus fruit', 'whipped/sour cream', 'rolls/buns']=>['whole milk']
 255   0.714        ['other vegetables', 'whipped/sour cream', 'sliced cheese']=>['whole milk']
 256   0.714        ['pip fruit', 'dessert', 'yogurt']=>['other vegetables']
 257   0.714        ['ham', 'yogurt', 'rolls/buns']=>['whole milk']
 258   0.714        ['fruit/vegetable juice', 'whipped/sour cream', 'frozen vegetables']=>['other vegetables']
 259   0.714        ['hygiene articles', 'tropical fruit', 'bottled water']=>['whole milk']
 260   0.714        ['onions', 'tropical fruit', 'yogurt']=>['other vegetables']
 261   0.714        ['pork', 'rolls/buns', 'root vegetables']=>['whole milk']
 262   0.714        ['yogurt', 'chicken', 'tropical fruit']=>['other vegetables']
 263   0.714        ['other vegetables', 'hard cheese', 'yogurt']=>['whole milk']
 264   0.714        ['other vegetables', 'tropical fruit', 'root vegetables', 'yogurt']=>['whole milk']
 265   0.714        ['yogurt', 'citrus fruit', 'tropical fruit', 'root vegetables']=>['whole milk']
 266   0.714        ['other vegetables', 'whipped/sour cream', 'butter', 'yogurt']=>['whole milk']
 267   0.714        ['yogurt', 'pastry', 'tropical fruit', 'rolls/buns']=>['whole milk']
 268   0.714        ['rolls/buns', 'tropical fruit', 'whipped/sour cream', 'whole milk']=>['yogurt']
 269   0.714        ['rolls/buns', 'yogurt', 'tropical fruit', 'whipped/sour cream']=>['whole milk']
 270   0.714        ['whole milk', 'tropical fruit', 'rolls/buns', 'beef']=>['other vegetables']
 271   0.711        ['yogurt', 'baking powder']=>['whole milk']
 272   0.711        ['whipped/sour cream', 'sliced cheese']=>['whole milk']
 273   0.710        ['rice', 'root vegetables']=>['other vegetables']
 274   0.710        ['whole milk', 'yogurt', 'oil']=>['other vegetables']
 275   0.708        ['onions', 'white bread']=>['other vegetables']
 276   0.708        ['pip fruit', 'herbs']=>['other vegetables']
 277   0.708        ['butter', 'cat food']=>['whole milk']
 278   0.708        ['cream cheese', 'yogurt', 'curd']=>['other vegetables']
 279   0.708        ['pip fruit', 'other vegetables', 'cream cheese']=>['whole milk']
 280   0.708        ['yogurt', 'tropical fruit', 'ham']=>['other vegetables']
 281   0.708        ['pip fruit', 'brown bread', 'tropical fruit']=>['whole milk']
 282   0.708        ['whipped/sour cream', 'rolls/buns', 'curd']=>['whole milk']
 283   0.708        ['cream cheese', 'yogurt', 'curd']=>['whole milk']
 284   0.708        ['other vegetables', 'whipped/sour cream', 'hamburger meat']=>['whole milk']
 285   0.708        ['yogurt', 'tropical fruit', 'long life bakery product']=>['whole milk']
 286   0.708        ['root vegetables', 'tropical fruit', 'butter', 'whole milk']=>['yogurt']
 287   0.706        ['fruit/vegetable juice', 'yogurt', 'root vegetables']=>['other vegetables']
 288   0.705        ['tropical fruit', 'yogurt', 'whipped/sour cream']=>['whole milk']
 289   0.705        ['other vegetables', 'citrus fruit', 'tropical fruit', 'root vegetables']=>['whole milk']
 290   0.704        ['butter', 'pork']=>['whole milk']
 291   0.704        ['tropical fruit', 'ham', 'whole milk']=>['other vegetables']
 292   0.704        ['coffee', 'tropical fruit', 'whole milk']=>['yogurt']
 293   0.704        ['tropical fruit', 'root vegetables', 'whipped/sour cream', 'whole milk']=>['other vegetables']
 294   0.704        ['other vegetables', 'tropical fruit', 'root vegetables', 'beef']=>['whole milk']
 295   0.702        ['coffee', 'butter']=>['whole milk']
 296   0.700        ['domestic eggs', 'whipped/sour cream', 'other vegetables']=>['whole milk']
 297   0.700        ['citrus fruit', 'yogurt', 'curd']=>['whole milk']
 298   0.700        ['tropical fruit', 'yogurt', 'root vegetables']=>['whole milk']
 299   0.700        ['citrus fruit', 'soda', 'root vegetables']=>['other vegetables']
 300   0.700        ['tropical fruit', 'butter', 'whipped/sour cream']=>['whole milk']
